title,journal,source_x,publish_time,year,abstract_word_count
Denning behaviour of the European badger (Meles meles) correlates with bovine tuberculosis infection status,Behav Ecol Sociobiol,PMC,2012-12-18,2012.0,269
Infektionen bei Organtransplantationen,Pathologe,PMC,2011-02-09,2011.0,99
SIR dynamics in random networks with heterogeneous connectivity,J Math Biol,PMC,2007-08-01,2007.0,241
"Characterization of the major histocompatibility complex class II DOB, DPB1, and DQB1 alleles in cynomolgus macaques of Vietnamese origin",Immunogenetics,PMC,2010-12-04,2010.0,250
SPR 2019,Pediatr Radiol,PMC,2019-04-01,2019.0,0
Abstracts der 109. Jahrestagung der Deutschen Gesellschaft für Kinder und Jugendmedizin e.V. (DGKJ). Gemeinsam mit der 65. Jahrestagung der Deutschen Gesellschaft für Sozialpadiatrie und Jugendmedizin (DGSPJ) 51. Herbsttagung der Deutschen Gesellschaft für Kinderchirurgie (DGKCH) 35. Jahrestagung des Berufsverbandes Kinderkrankenpflege Deutschland (BeKD) 30. Jahrestagung der Arbeitsgemeinschaft Pädiatrische Immunologie (API) 49. Arbeitstagung Pädiatrische Forschung,Monatsschr Kinderheilkd,PMC,2013-08-31,2013.0,0
"The influence of organizational jurisdiction, organizational attributes, and training measures on perceptions of public health preparedness in Alberta",Int J Public Health,PMC,2011-05-04,2011.0,198
Antibiotikatherapie in der Hals-Nasen-Ohren-Heilkunde,HNO,PMC,2005-02-03,2005.0,189
Chaos in a seasonally perturbed SIR model: avian influenza in a seabird colony as a paradigm,J Math Biol,PMC,2012-05-31,2012.0,186
Gedanken zur Differentialdiagnostik*,Med Klin (Munich),PMC,,,40
Prinzipien und Aspekte der Seuchenalarmplanung am Beispiel der Influenzapandemieplanung,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,PMC,,,195
Was ist gute Wissenschaftliche Politikberatung?: Akademievorlesung bei der Berlin-Brandenburgischen Akademie der Wissenschaften,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,PMC,2008-03-25,2008.0,249
SARS: The challenge of emerging pathogens to the intensivist,Intensive Care Med,PMC,2003-05-08,2003.0,0
End-tidal carbon dioxide levels during resuscitation and carbon dioxide levels in the immediate neonatal period and intraventricular haemorrhage,Eur J Pediatr,PMC,2019-12-17,2019.0,202
Journal of Clinical Monitoring and Computing end of year summary 2019: hemodynamic monitoring and management,J Clin Monit Comput,PMC,2020-03-14,2020.0,0
600-ns pulsed electric fields affect inactivation and antibiotic susceptibilities of Escherichia coli and Lactobacillus acidophilus,AMB Express,PMC,2020-03-18,2020.0,246
"Vaccination coverage with the pneumococcal and influenza vaccine among persons with chronic diseases in Shanghai, China, 2017",BMC Public Health,PMC,2020-03-19,2020.0,314
"Uganda’s experience in Ebola virus disease outbreak preparedness, 2018–2019",Global Health,PMC,2020-03-19,2020.0,299
Quality of neonatal resuscitation in Ethiopia: implications for the survival of neonates,BMC Pediatr,PMC,2020-03-19,2020.0,340
The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,BMC Infect Dis,PMC,2020-03-18,2020.0,244
Virale Otitis media,HNO,PMC,,,116
Unusual accumulation of a wide array of antimicrobial resistance mechanisms in a patient with cytomegalovirus-associated hemophagocytic lymphohistiocytosis: a case report,BMC Infect Dis,PMC,2020-03-20,2020.0,213
Inhibition of Human Cytomegalovirus Entry into Host Cells through A Pleiotropic Small Molecule,Int J Mol Sci,PMC,2020-02-29,2020.0,234
Influenza in the school-aged population in Mexico: burden of disease and cost-effectiveness of vaccination in children,BMC Infect Dis,PMC,2020-03-20,2020.0,334
"Adjunct low-dose ketamine infusion vs standard of care in mechanically ventilated critically ill patients at a Tertiary Saudi Hospital (ATTAINMENT Trial): study protocol for a randomized, prospective, pilot, feasibility trial",Trials,PMC,2020-03-20,2020.0,366
Systematic review of statistical methods for safety data in malaria chemoprevention in pregnancy trials,Malar J,PMC,2020-03-20,2020.0,373
ISCCM Guidelines for the Use of Non-invasive Ventilation in Acute Respiratory Failure in Adult ICUs,Indian J Crit Care Med,PMC,2020-01-03,2020.0,914
New Semi-dominant Mutation in the Syrian Hamster,Nature,PMC,,,23
Australia Antigen as a Marker of Propagation of the Serum Hepatitis Virus in Liver Cultures,Nature,PMC,,,61
A Novel Substituted Guanidine with High Activity in vitro against Rhinoviruses,Nature,PMC,,,90
Human Intolerance to Bacteria as Food,Nature,PMC,,,78
Occurrence and Determination of Inositol in the Oviducts of Turkey and Hen,Nature,PMC,,,53
Presence of factor VIII-related antigen in blood platelets of patients with Von Willebrand's disease,Nature,PMC,,,218
Segregation of RD-114 and FeLV-related sequences in crosses between domestic cat and leopard cat,Nature,PMC,,,190
Developmental Regulation of Angiotensinogen Gene Expression in Sheep,Pediatr Res,PMC,,,191
Prophylaxis of necrotizing enterocolitis by oral IgA-IgG: Review of a clinical study in low birth weight infants and discussion of the pathogenic role of infection,J Clin Immunol,PMC,,,163
VIRAL INFECTIONS: THE MOST COMMONLY IDENTIFIED CAUSE OF FEVER IN CHILDREN WITH CHEMOTHERAPY-INDUCED NEUTROPENIA † 1041,Pediatr Res,PMC,,,0
Demyelination in mice resulting from infection with a mutant of Semliki Forest virus,Acta Neuropathol,PMC,,,179
"Proceedings of the World Molecular Imaging Congress 2014, Seoul, Korea, September 17-20, 2014",Mol Imaging Biol,PMC,2015-02-18,2015.0,0
Reovirus Type 3 Infection in a Suckling Mouse: the Effects on Pancreatic Structure and Enzyme Content,Pediatr Res,PMC,,,390
Marek's disease virus-induced transient paralysis in chickens: electron microscopic lesions,Acta Neuropathol,PMC,,,251
"Ependymitis, leukoencephalitis, hydrocephalus, and thrombotic vasculitis following chronic infection by mouse hepatitis virus 3 (MHV 3)",Acta Neuropathol,PMC,,,163
Long-lasting perivascular accumulation of major histocompatibility complex class II-positive lipophages in the spinal cord of stroke patients: possible relevance for the immune privilege of the brain,Acta Neuropathol,PMC,,,175
Oligodendrocyte infection and demyelination produced in mice by the M9 mutant of Semliki Forest virus,Acta Neuropathol,PMC,,,132
ADOLESCENT MEDICINE,Pediatr Res,PMC,,,0
Aberrant remyelination of axons after heat injury in the dorsal funiculus of rat spinal cord,Acta Neuropathol,PMC,,,78
Occurrence of Necrotizing Enterocolitis May Be Dependent on Patterns of Bacterial Adherence and Intestinal Colonization: Studies in Caco-2 Tissue Culture and Weanling Rabbit Models,Pediatr Res,PMC,,,188
American Pediatric Society Presidential Address,Pediatr Res,PMC,,,0
Olfactory neural pathway in mouse hepatitis virus nasoencephalitis,Acta Neuropathol,PMC,,,186
Primary demyelination in experimental canine distemper virus induced encephalomyelitis in gnotobiotic dogs: Sequential immunologic and morphologic findings,Acta Neuropathol,PMC,,,192
"Structural and physiological properties of mengovirus: Avirulent, hemagglutination-defective mutants express altered alpha (1 D) proteins and are adsorption-defective",Arch Virol,PMC,,,138
Membrane association of the C-terminal half of the open reading frame 1a protein of lactate dehydrogenase-elevating virus,Arch Virol,PMC,,,269
Fatty acid acylation of viral proteins in murine hepatitis virus-infected cells,Arch Virol,PMC,,,72
2019 CIS Annual Meeting: Immune Deficiency & Dysregulation North American Conference,J Clin Immunol,PMC,2019-02-26,2019.0,0
Subject Index to Abstracts,Pediatr Res,PMC,,,0
Canine distemper virus-induced glial cell changes in vitro,Acta Neuropathol,PMC,,,167
Antigenicity of mouse hepatitis virus strain 3 subcomponents in C57 strain mice,Arch Virol,PMC,,,85
Obituary,Arch Virol,PMC,2003-01-01,2003.0,0
Typing of recent infectious bronchitis virus isolates causing nephritis in chicken,Arch Virol,PMC,,,41
Ultrastructure and immuno-cytochemistry of BHK-21 cells infected with a modified Bucyrus strain of equine arteritis virus,Arch Virol,PMC,,,120
Mutations in Sendai virus variant F1-R that correlate with plaque formation in the absence of trypsin,Med Microbiol Immunol,PMC,2004-06-26,2004.0,376
Characterizing the Pregnancy Immune Phenotype: Results of the Viral Immunity and Pregnancy (VIP) Study,J Clin Immunol,PMC,2011-12-24,2011.0,194
Attenuated Respiratory Syncytial Virus Vaccines in Asthmatic Children,Pediatr Res,PMC,,,440
A genetic analysis of macrophage activation and specific antibodies in relation to the resistance of heterogeneous mouse populations to MHV3 infection,Arch Virol,PMC,,,165
Method for the preparation of a herpesvirus hominis fluorescent conjugate for direct immunofluorescence,Arch Gesamte Virusforsch,PMC,,,17
Mouse hepatitis virus and host determinants of vertical transmission and maternally-derived passive immunity in mice,Arch Virol,PMC,,,190
Molecular pathogenesis of systemic lupus erythematosus,Arch Virol,PMC,,,105
Epitope mapping and the detection of transmissible gastroenteritis viral proteins in cell culture using biotinylated monoclonal antibodies in a fixed-cell ELISA,Arch Virol,PMC,,,225
Viremic dissemination of mouse hepatitis virus-JHM following intranasal inoculation of mice,Arch Virol,PMC,,,252
Crossover regions in foot-and-mouth disease virus (FMDV) recombinants correspond to regions of high local secondary structure,Arch Virol,PMC,,,131
Comparison of the structural protein coding sequences of the VR-2332 and Lelystad virus strains of the PRRS virus,Arch Virol,PMC,,,149
Morphogenesis of avian infectious bronchitis virus in primary chick kidney cells,Arch Virol,PMC,,,127
Detection of human rhinovirus C in children with acute lower respiratory tract infections in South Korea,Arch Virol,PMC,2009-05-05,2009.0,98
Oligodendroglial pathology in canine distemper,Acta Neuropathol,PMC,,,203
"Proceedings of the World Molecular Imaging Congress 2015, Honolulu, Hawaii, September 2-5, 2015: General Abstracts",Mol Imaging Biol,PMC,2016-05-23,2016.0,0
Pseudoviral hollow-cored vesicles in multiple sclerosis brain,Acta Neuropathol,PMC,,,60
Protection from mouse hepatitis virus type 3-induced acute disease by an anti-nucleoprotein monoclonal antibody,Arch Virol,PMC,,,85
Bovine respiratory syncytial virus infection of bovine embryonic lung cultures: Enhancement of infectivity with diethylaminoethyl-dextran and virus-infected cells,Arch Virol,PMC,,,198
Ratification vote on taxonomic proposals to the International Committee on Taxonomy of Viruses (2012),Arch Virol,PMC,2012-04-06,2012.0,0
Different Phenotypic Presentations of X-Linked Lymphoproliferative Disease in Siblings with Identical Mutations,J Clin Immunol,PMC,2019-05-29,2019.0,0
"A novel, cell-specific attenuation of a herpes simplex virus type 1 infection in vivo",Acta Neuropathol,PMC,2001-03-29,2001.0,197
Immunoreactivity of the central nervous system in cats with a Borna disease-like meningoencephalomyelitis (staggering disease),Acta Neuropathol,PMC,,,140
Effects of insertion of multiple AP-1 binding sites into the U3 region of the long terminal repeat of feline immunodeficiency virus,Arch Virol,PMC,,,184
The polypeptide composition of avian infectious bronchitis virus,Arch Virol,PMC,,,51
The influence of pH on the growth and stability of transmissible gastroenteritis virusin vitro,Arch Virol,PMC,,,161
Avian infectious bronchitis virus structural polypeptides: Effect of different conditions of disruption and comparison of different strains and isolates,Arch Virol,PMC,,,115
Early infantile pertussis; increasingly prevalent and potentially fatal,Eur J Pediatr,PMC,,,163
The possible value of certain cells for the propagation of respiratory viruses,Arch Gesamte Virusforsch,PMC,,,34
"Mouse hepatitis virus strain 3 infection of C57, A/Sn and A/J strain mice and their macrophages",Arch Virol,PMC,,,57
Antigenic variation in strains of avian infectious bronchitis virus,Arch Gesamte Virusforsch,PMC,,,68
Investigations on the RNA binding and phosphorylation of groundnut bud necrosis virus nucleocapsid protein,Arch Virol,PMC,2011-09-24,2011.0,149
Pathogenetic observations on pleural effusion disease in rabbits,Arch Virol,PMC,,,169
Borna disease virus-infected astrocytes function in vitro as antigen-presenting and target cells for virus-specific CD 4-bearing lymphocytes,Arch Virol,PMC,,,239
Applying the species concept to plant viruses,Arch Virol,PMC,,,229
Glial proteins in canine distemper virus-induced demyelination: A sequential immunocytochemical study,Acta Neuropathol,PMC,,,148
Detection and genetic characterization of a novel pig astrovirus: relationship to other astroviruses,Arch Virol,PMC,2011-09-08,2011.0,123
The 5′-terminal 32 basepairs conserved between genome segments A and B contain a major promoter element of infectious bursal disease virus,Arch Virol,PMC,2014-04-06,2014.0,274
Cell-to-cell movement of plant viruses: Insights from amino acid sequence comparisons of movement proteins and from analogies with cellular transport systems,Arch Virol,PMC,,,260
Inhibition by monensin of human cytomegalovirus DNA replication,Arch Virol,PMC,,,129
EAP 2019 Congress and Master Course,Eur J Pediatr,PMC,2019-11-23,2019.0,0
Effect of pH on the growth and cytopathogenicity of avian infectious bronchitis virus in chick kidney cells,Arch Virol,PMC,,,167
Identification of type-specific and cross-reactive neutralizing conformational epitopes on the major capsid protein of human papillomavirus type 31,Arch Virol,PMC,2006-03-03,2006.0,151
Isolation of encephalomyocarditis virus among stillborn and post-weaning pigs in Quebec,Arch Virol,PMC,,,123
Phylogenetic analyses of the putative M (ORF 6) and N (ORF 7) genes of porcine reproductive and respiratory syndrome virus (PRRSV): implication for the existence of two genotypes of PRRSV in the U.S.A. and Europe,Arch Virol,PMC,,,194
Single radial haemolysis for the determination of antibody to reoviruses,Arch Virol,PMC,,,38
"Pleural effusion disease in rabbits: Observations on viraemia, immunity and transmissibility",Arch Virol,PMC,,,131
Asymptomatic infection of mouse hepatitis virus in the rat,Arch Virol,PMC,,,44
Virus isolation and serum antibody responses after infection of cats with transmissible gastroenteritis virus,Arch Virol,PMC,,,36
Contamination of live attenuated vaccines with an infectious feline endogenous retrovirus (RD-114 virus),Arch Virol,PMC,2013-09-26,2013.0,216
Is serum procalcitonin a reliable diagnostic marker in children with acute respiratory tract infections? A retrospective analysis,Eur J Pediatr,PMC,2008-12-24,2008.0,280
Populations of herpes simplex virus glycoprotein gC with and without affinity for the N-acetyl-galactosamine specific lectin ofHelix pomatia,Arch Virol,PMC,,,262
Identification of epitopes associated with different biological activities on the glycoprotein of vesicular stomatitis virus by use of monoclonal antibodies,Arch Virol,PMC,,,196
Correlation of persistent mouse hepatitis virus (MHV-3) infection with its effect on mouse macrophage cultures,Arch Virol,PMC,,,133
Targeted inhibition of immunodeficiency virus replication in lymphocytes through retroviral mediated gene transfer,Arch Virol,PMC,,,121
Intestinal Absorption of Macromolecules during Viral Enteritis: An Experimental Study on Rotavirus-Infected Conventional and Germ-Free Mice,Pediatr Res,PMC,,,251
Varicella zoster infection and IgG antibody formation in a 10-week-old preterm infant despite maternal immunity,Eur J Pediatr,PMC,2001-09-13,2001.0,0
The rubella virus nonstructural protease recognizes itself via an internal sequence present upstream of the cleavage site for trans-activity,Arch Virol,PMC,2006-03-27,2006.0,135
"EAPS Congress 2016: October 21-25, 2016",Eur J Pediatr,PMC,2016-10-15,2016.0,0
Papain-like proteinase of turnip yellow mosaic virus: a prototype of a new viral proteinase group,Arch Virol,PMC,,,277
Genetic characterization of feline bocavirus detected in cats in Japan,Arch Virol,PMC,2016-07-07,2016.0,94
The nucleotide sequence of the coat protein genes and 3′ non-coding regions of two resistance-breaking tobamoviruses in pepper shows that they are different viruses,Arch Virol,PMC,,,138
Polypeptide patterns of infectious bronchitis virus serotypes fall into two categories,Arch Virol,PMC,,,46
Virus Taxonomy 1996 — A Bulletin from the Xth International Congress of Virology in Jerusalem,Arch Virol,PMC,,,0
Molecular anatomy of viral RNA-directed RNA polymerases,Arch Virol,PMC,,,0
"Revision of the taxonomy of theCoronavirus, Torovirus andArterivirus genera",Arch Virol,PMC,,,0
"Temperature-sensitive mutants of mouse hepatitis virus type 3 (MHV-3): isolation, biochemical and genetic characterization",Arch Virol,PMC,,,171
Specific tropism of Japanese encephalitis virus for developing neurons in primary rat brain culture,Arch Virol,PMC,,,67
Rhinovirus detection using probes from the 5′ and 3′ end of the genome,Arch Virol,PMC,,,129
Elevation of the intracellular levels of cyclic adenosine monophosphate during in vitro infection of transmissible gastroenteritis virus,Arch Gesamte Virusforsch,PMC,,,0
The behaviour in vitro of attenuated recombinant influenza viruses,Arch Gesamte Virusforsch,PMC,,,102
Low-pH-induced fusion of Vero cells infected with Junin virus,Arch Virol,PMC,,,76
Analysis of synonymous codon usage patterns in torque teno sus virus 1 (TTSuV1),Arch Virol,PMC,2012-09-26,2012.0,280
Effects of origin and state of differentiation and activation of monocytes/macrophages on their susceptibility to porcine reproductive and respiratory syndrome virus (PRRSV),Arch Virol,PMC,2014-04-06,2014.0,251
Monoclonal antibodies to a virulent strain of transmissible gastroenteritis virus: comparison of reactivity with virulent and attenuated virus,Arch Virol,PMC,,,272
Identification and characterization of RNA-dependent RNA polymerase activity in recombinant Japanese encephalitis virus NS5 protein,Arch Virol,PMC,2007-06-18,2007.0,201
Biological and macromolecular properties of murine cells persistently infected with MHV-JHM,Arch Virol,PMC,,,203
Analysis of virus-specific RNA species and proteins in Freon-113 preparations of the Borna disease virus,Med Microbiol Immunol,PMC,,,91
Pathogenesis of diarrhoea caused by astrovirus infections in lambs,Arch Virol,PMC,,,100
Comparison of mouse hepatitis virus strains for pathogenicity in weanling mice infected by various routes,Arch Virol,PMC,,,29
Virus isolation and titration at 33‡ and 37‡ C,Med Microbiol Immunol,PMC,,,68
NCI-H292 as an alternative cell line for the isolation and propagation of the human paramyxoviruses,Arch Virol,PMC,,,197
Heterogeneity of infectious bronchitis virus grown in eggs,Arch Virol,PMC,,,153
A comparative analysis of measles virus RNA by oligonucleotide fingerprinting,Arch Virol,PMC,,,94
Maternally-derived passive immunity to enterotropic mouse hepatitis virus,Arch Virol,PMC,,,106
Improvement of arbovirus HA antigens by treatment with a colloidal silica gel and sonication,Arch Virol,PMC,,,110
Differences in antigenicity of E2 in Semliki Forest virus particles and in infected cells,Arch Virol,PMC,,,54
Genetic grouping for the isolates of avian infectious bronchitis virus in Taiwan,Arch Virol,PMC,,,177
Partial DNA cloning and sequencing of a canine parvovirus vaccine strain: application of nucleic acid hybridization to the diagnosis of canine parvovirus disease,Arch Virol,PMC,,,136
Some implications of a morphologically oriented classification of viruses,Arch Gesamte Virusforsch,PMC,,,0
Morphology of transmissible gastroenteritis virus of pigs: A possible member of coronaviruses,Arch Gesamte Virusforsch,PMC,,,0
"Prevalence of neutralising antibodies to Berne virus in animals and humans in Vellore, South India",Arch Virol,PMC,,,35
PA-X: a key regulator of influenza A virus pathogenicity and host immune responses,Med Microbiol Immunol,PMC,2018-07-04,2018.0,231
Detection of astroviruses in gut contents of nude and normal mice,Arch Virol,PMC,,,48
The proposed family toroviridae: Agents of enteric infections,Arch Virol,PMC,,,0
Physicochemical properties of transmissible gastroenteritis virus hemagglutinin,Arch Virol,PMC,,,178
Identification and sequence determination of the capsid protein gene of feline calicivirus,Arch Virol,PMC,,,95
Mouse cytomegalovirus is infectious for rats and alters lymphocyte subsets and spleen cell proliferation,Arch Virol,PMC,,,208
Semliki Forest virus-induced polykaryocyte formation is an ATP-dependent event,Arch Virol,PMC,,,117
Autoimmunity caused by host cell protein-containing viruses,Med Microbiol Immunol,PMC,,,177
"Rabies viruses infect primary cultures of murine, feline, and human microglia and astrocytes",Arch Virol,PMC,2014-03-07,2014.0,145
Characterization of avian paramyxovirus type 6 isolated from a Eurasian teal in the intersection of migratory flyways in Russia,Arch Virol,PMC,2016-08-29,2016.0,83
The nucleic acid of infectious bronchitis virus,Arch Gesamte Virusforsch,PMC,,,165
Determination of different antigenic sites on the adenovirus hexon using monoclonal antibodies,Arch Virol,PMC,,,179
Ratification vote on taxonomic proposals to the International Committee on Taxonomy of Viruses (2009),Arch Virol,PMC,2009-12-04,2009.0,0
Replication of sialodacryoadenitis virus of rat in LBC cell culture,Arch Virol,PMC,,,39
A new typing method for the avian infectious bronchitis virus using polymerase chain reaction and restriction enzyme fragment length polymorphism,Arch Virol,PMC,,,121
"Virus Taxonomy – 1999: The Universal System of Virus Taxonomy, updated to include the new proposals ratified by the International Committee on Taxonomy of Viruses during 1998",Arch Virol,PMC,2014-04-08,2014.0,0
Sequence of the coding regions from the 3.0 kb and 3.9 kb mRNA: Subgenomic species from a virulent isolate of transmissible gastroenteritis virus,Arch Virol,PMC,,,132
Comparative biological characterization of mouse adenovirus strains FL and K 87 and seroprevalence in laboratory rodents,Arch Virol,PMC,,,182
Modulation of lethal and persistent rat parvovirus infection by antibody,Arch Virol,PMC,,,185
Growth of fastidious adenovirus serotype 40 in HRT 18 cells: Interactions with E 1 A and E 1 B deletion mutants of subgenus C adenoviruses,Arch Virol,PMC,,,150
Replication of two porcine parvovirus isolates at non-permissive temperatures,Arch Virol,PMC,,,228
"The ns 4 gene of mouse hepatitis virus (MHV), strain A 59 contains two ORFs and thus differs from ns 4 of the JHM and S strains",Arch Virol,PMC,,,128
The biological relationship of mouse hepatitis virus (MHV) strains and interferon:In vitro induction and sensitivities,Arch Virol,PMC,,,220
"Molecular analysis of the ORFs 3 to 7 of porcine reproductive and respiratory syndrome virus, Québec reference strain",Arch Virol,PMC,,,186
Exposure of p19 matrix protein of human T-cell leukemia virus type I (HTLV-I) on the surface of MOLT-4#8 cells after virus adsorption,Arch Virol,PMC,,,192
An improved method for titration of mouse hepatitis virus type 3 in a mouse cell culture,Arch Virol,PMC,,,23
A highly conserved epitope on the spike protein of infectious bronchitis virus,Arch Virol,PMC,,,181
Growth of mouse hepatitis and other indigenous mouse viruses in tracheal organ cultures,Arch Gesamte Virusforsch,PMC,,,85
Plaque formation by avian infectious bronchitis virus in primary chick embryo fibroblast cells in the presence of trypsin,Arch Virol,PMC,,,89
Isolation and characterization of a canine rotavirus,Arch Virol,PMC,,,142
Selective vulnerability of neural cells and age-related susceptibility to OC43 virus in mice,Arch Virol,PMC,,,200
Aetiology of community-acquired pneumonia in children treated in hospital,Eur J Pediatr,PMC,,,294
Ultrastructure of newly recognized caliciviruses of the dog and mink,Arch Virol,PMC,,,38
The virology and pathogenesis of feline infectious peritonitis,Arch Virol,PMC,,,0
Immunogenicity of the S protein of transmissible gastroenteritis virus expressed in baculovirus,Arch Virol,PMC,,,136
Detection of equine arteritis virus (EAV) by polymerase chain reaction (PCR) and differentiation of EAV strains by restriction enzyme analysis of PCR products,Arch Virol,PMC,,,138
Molecular characterization of a novel recombinant strain of human astrovirus associated with gastroenteritis in children,Arch Virol,PMC,,,201
S1 glycoprotein gene analysis of infectious bronchitis viruses isolated in Korea,Arch Virol,PMC,2003-11-13,2003.0,247
Feline calicivirus protein synthesis investigated by Western blotting,Arch Virol,PMC,,,152
Identification of amino acids involved in a serotype and neutralization specific epitope with in the s1 subunit of avian infectious bronchitis virus,Arch Virol,PMC,1997-04-06,1997.0,112
Low levels of poliovirus replication in primary human monocytes: possible interactions with lymphocytes,Arch Virol,PMC,,,192
Complete nucleotide sequence and genome organization of Pelargonium line pattern virus and its relationship with the family Tombusviridae,Arch Virol,PMC,2005-01-13,2005.0,207
The ribonucleic acid of infectious bronchitis virus,Arch Virol,PMC,,,33
Nosocomial necrotising enterocolitis outbreaks: epidemiology and control measures,Eur J Pediatr,PMC,,,234
Protective role of antigenic sites on the envelope protein of Hantaan virus defined by monoclonal antibodies,Arch Virol,PMC,,,187
Mapping of viral epitopes with prokaryotic expression products,Arch Virol,PMC,,,102
"On the relative merits of italics, Latin and binomial nomenclature in virus taxonomy",Arch Virol,PMC,,,0
High-flow nasal cannula oxygen for bronchiolitis in a pediatric ward: a pilot study,Eur J Pediatr,PMC,2013-07-31,2013.0,260
Treatment of multiple sclerosis with anti-measles cow colostrum,Med Microbiol Immunol,PMC,,,196
Coxsackievirus-cell interactions that initiate infection in porcine ileal explants,Arch Virol,PMC,,,229
A study on the mechanism of antibody-dependent enhancement of feline infectious peritonitis virus infection in feline macrophages by monoclonal antibodies,Arch Virol,PMC,,,184
The effect of prior inoculation with an enterovirus (LEV 4) on rhinovirus infection of volunteers,Arch Gesamte Virusforsch,PMC,,,206
The entry of Junin virus into Vero cells,Arch Virol,PMC,,,112
Glycosylation of dengue virus glycoproteins and their interactions with carbohydrate receptors: possible targets for antiviral therapy,Arch Virol,PMC,2016-04-11,2016.0,188
Report on an ICTV-sponsored symposium on Virus Evolution,Arch Virol,PMC,2005-01-13,2005.0,0
The S1 glycoprotein but not the N or M proteins of avian infectious bronchitis virus induces protection in vaccinated chickens,Arch Virol,PMC,,,169
The rotaviruses,Arch Virol,PMC,,,0
In vitro cultivation of cells from the chorioallantoic membrane of chick embryos,Med Microbiol Immunol,PMC,,,55
A novel method for the detection of early events in cell-cell fusion of Semliki Forest virus infected cells growing in monolayer cultures,Arch Virol,PMC,,,103
Serum interferon assay as a possible test for virus infections of man,Arch Virol,PMC,,,96
In vitro growth characteristics and heterogeneity of mouse hepatitis virus type 3,Arch Virol,PMC,,,62
Adaptation of transmissible gastroenteritis virus to growth in non-permissive Vero cells,Arch Virol,PMC,,,103
Effect of in ovo bursectomy on the course of an infectious bronchitis virus infection in line C White Leghorn chickens,Arch Virol,PMC,,,132
Functional and topographical analyses of epitopes on bovine herpesvirus type 1 glycoprotein IV,Arch Virol,PMC,,,167
Silencing E1A mRNA by RNA interference inhibits adenovirus replication,Arch Virol,PMC,2007-03-20,2007.0,162
Sequence analysis of open reading frames (ORFs) 2 to 4 of a U.S. isolate of porcine reproductive and respiratory syndrome virus,Arch Virol,PMC,,,180
Cultivation of avian rotaviruses in chicken lymphocytes and lymphoblastoid cell lines,Arch Virol,PMC,,,110
"Development of real-time RT-PCR for detection of human metapneumovirus and genetic analysis of circulating strains (2009-2011) in Pune, India",Arch Virol,PMC,2013-08-09,2013.0,187
"Herpesvirus strigis, a new avian herpesvirus: II. Biochemical and biophysical properties",Arch Gesamte Virusforsch,PMC,,,139
Feline CD 4 molecules expressed on feline non-lymphoid cell lines are not enough for productive infection of highly lymphotropic feline immunodeficiency virus isolates,Arch Virol,PMC,,,106
Studies on avian infectious bronchitis virus (IBV): I. Resistance of IBV to chemical and physical treatments,Arch Virol,PMC,,,143
Activation of toll-like receptor signaling pathways leading to nitric oxide-mediated antiviral responses,Arch Virol,PMC,2016-05-27,2016.0,124
"Biological properties of mengovirus: Characterization of avirulent, hemagglutination-defective mutants",Arch Virol,PMC,,,179
"Failure of oral 4′, 6-dichloroflavan to protect against rhinovirus infection in man",Arch Virol,PMC,,,127
Virus specificity of the antiviral state induced by IFN gamma correlates with resistance to MHV 3 infection,Arch Virol,PMC,,,232
Transcription of feline calicivirus RNA,Arch Virol,PMC,,,61
Temperature dependent replication of porcine parvovirus isolates,Arch Virol,PMC,,,88
"Physico-chemical properties of murine hepatitis virus, strain A59",Arch Virol,PMC,,,74
Hepatitis C virus,Arch Virol,PMC,,,625
Isolation of a murine hepatitis virus from Swiss mice treated with antilymphocyte serum,Arch Gesamte Virusforsch,PMC,,,155
Analysis of codon usage in bovine viral diarrhea virus,Arch Virol,PMC,2010-11-11,2010.0,230
"In vitro activity of R 61837, a new antirhinovirus compound",Arch Virol,PMC,,,125
GenusTorovirus assigned to theCoronaviridae,Arch Virol,PMC,,,0
Abbreviations for vertebrate virus species names,Arch Virol,PMC,2014-05-20,2014.0,0
Studies on avian infectious bronchitis virus (IBV): III. Interferon induction by and sensitivity to interferon of IBV,Arch Virol,PMC,,,214
Characterization and nuclear localization of the fiber protein encoded by the late region 7 of bovine adenovirus type 3,Arch Virol,PMC,2004-04-15,2004.0,189
The spectrum of care for pediatric refugees and asylum seekers at a tertiary health care facility in Switzerland in 2015,Eur J Pediatr,PMC,2017-09-30,2017.0,214
Molecular epidemiology and genetic variation analyses of porcine circovirus type 2 isolated from Yunnan Province in China from 2016-2019,BMC Vet Res,PMC,2020-03-23,2020.0,289
Intrahepatic and portal venous gas detected by ultrasonography,Gastrointest Radiol,PMC,,,122
"The L1 family of long interspersed repetitive DNA in rabbits: Sequence, copy number, conserved open reading frames, and similarity to keratin",J Mol Evol,PMC,,,322
Lung ultrasound and B-lines quantification inaccuracy: B sure to have the right solution,Intensive Care Med,PMC,2020-03-18,2020.0,0
Magnetic resonance imaging of limbic encephalitis,Neuroradiology,PMC,,,24
Probable reassortment of genomic elements among elongated RNA-containing plant viruses,J Mol Evol,PMC,,,214
The cytotoxin of Pseudomonas aeruginosa: Cytotoxicity requires proteolytic activation,Arch Microbiol,PMC,,,189
